抓取时间,抓取时刻,订单号,安,非,赔,保,农,订单标题,金额(元）,年利率,期限（月）,还款方式,每月还款金额,进度,借款状态,剩余时间,结束时间,总投标数,浏览量,借款id,借入信用等级,借入信用分数,借出信用分数,成功次数,流标次数,身份认证,视频认证,学历认证,手机认证,借款目的,性别,年龄,婚姻状况,文化程度,住宅状况,是否购车,关于我,我想要使用这笔款项做什么,我的还款能力说明
2014/03/06,11:09:19,462835,0,0,0,0,0,诚信借款，按期还款,1000,23,7,等额本息，每月还款,154,100.00,借款成功,,2014/3/1,4,30,wangxaiowei,D,55,35,4,2,1,1,1,1,,,,,,,,来自山西的大三学生，真诚借款互利共赢,报考证书，增强个人知识,每月生活费，加兼职。以前借款都可以做到提前归还
2014/03/06,11:09:22,462836,0,0,0,0,0,【个人消费】用于紧急家庭消费,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天01时00分,,0,276,iousijie,HR,13,10,0,0,0,0,0,0,个人消费,男,23,已婚,高中,自置无按揭,没有,本人上班族，在单位上班现在急需用钱,本人借款用于家庭零时消费,本人月工资3000-6000不等，对于拍拍贷的借款我会按时还期
2014/03/06,11:09:25,462837,0,0,0,0,0,【实体经营】用于店面进货，流动资金不够,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天01时01分,,0,102,skymie,HR,24,20,0,0,0,0,0,1,实体经营,男,34,已婚,大专,与父母共住,没有,一间手机店老板，主要经营手机，手机配件，移动卡，充值卡等产品,用来进一批移动卡，因为进货价只要15元的新卡，利润空比较大，有2000多张，压得资金比较多，但是容易消化,店面盈利每月大约20000元左右，所以还款比较轻松
2014/03/06,11:09:28,462838,0,0,0,0,0,【实体经营】【实体经营】印制宣传页、画册等 需要进货 有固定客户 主要针,3000,13,7,等额本息，每月还款,448,0.00,投标已结束,,2014/3/5,0,132,wainawm,HR,25,20,0,2,0,0,0,1,,,,,,,,本人以前在医院工作，看到医院需要印制品，和院方领导也比较亲近所以出来自己做生意，有固定客户。求合作。,进货周转，关系走动，现在做生意都是自己先垫钱。,月收入在万元，好借好还再借不难，诚信为本。
2014/03/06,11:09:31,462839,0,0,0,0,0,【其他】创业资金，资金周转,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天01时01分,,0,450,qinxuesong,HR,20,20,0,0,0,0,0,1,其他,男,24,未婚,高中,与父母共住,没有,银行无黑名单，信用良好,创业贷款，周转资金，3000元不够,每月现金发放4000左右，无任何贷款
2014/03/06,11:09:35,462840,0,0,0,0,0,【其他】因工程资金周转不开,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天01时02分,,0,126,long147258369,HR,10,10,0,0,0,0,0,0,其他,男,26,未婚,中专,自置无按揭,没有,我是华电邹城热力的一名正式员工,因工程资金短缺，周转不开,我个人有正当工作！月薪3000，个人还包有工地
2014/03/06,11:09:38,462841,0,0,1,0,0,【个人消费】想买辆电动自行车，诚信体验生活网贷,3000,13,12,等额本息，每月还款,268,100.00,借款成功,,2014/3/5,8,174,zooloot,E,26,20,1,0,0,0,0,1,,,,,,,,本人福建福安的，姓周，一直都很用信用的,车要坏了，想买辆新电动车当交通工具,私营企业工作，有固定收入，诚信借款
2014/03/06,11:09:42,462842,0,0,0,0,0,【累积信用】个人第一次体验贷款,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天01时02分,,0,258,wkxx,HR,24,20,0,0,0,0,0,1,累计信用,男,37,已婚,本科,自置无按揭,是,工作稳定，收入稳定，信誉保证,第一次体验贷款 累积信用,每个月工资5000以上，工作稳定，肯定能还上
2014/03/06,11:09:45,462843,0,0,0,0,0,【个人消费】用于旅游，目前未定目的地,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天01时04分,,0,120,lomonlee,HR,13,10,0,0,0,0,0,0,个人消费,男,31,未婚,大专,与父母共住,没有,一般的工薪族，不会赖账，也没有必要赖账,想五一的时候出去一、旅游,还款没有压力，会提前还款
2014/03/06,11:09:48,462844,0,0,0,0,0,【个人消费】个人学习培训费用等,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天01时05分,,0,510,syk1129,HR,10,10,0,0,0,0,0,0,个人消费,男,33,已婚,中专,自置有按揭,没有,我工作已有12年了，现在这家单位我刚做了半年。,我工作已有12年了，现在这家单位我刚做了半年。为提高自身的能力，参加外语培训。,还款能力，我月收入8000元，还房贷2000，家庭支出2000.
2014/03/06,11:09:51,462845,0,0,0,0,0,【其他】家装工程开工准备金,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天01时06分,,0,582,ly8679886,HR,10,10,0,1,0,0,0,0,其他,男,28,未婚,中专,与父母共住,没有,我是一个干个体家装的小包公老板,家装工程开工材料所需资金,家装室内所有工程完工所挣利润
2014/03/06,11:09:54,462846,0,0,1,0,0,"【个人消费】个人财务处周转,按时还款。信誉保证",7000,13,12,等额本息，每月还款,625,100.00,借款成功,,2014/3/1,19,336,kgdte8pu,C,78,65,5,1,1,0,0,1,,,,,,,,大家好，我现在是打工加开店，谢谢大家帮助,"个人财务处周转,按时还款。信誉保证",按时还款。信誉保证
2014/03/06,11:09:58,462847,0,0,0,0,0,【网贷体验】体验网上贷款业务,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天01时10分,,0,126,lhd3321,HR,10,10,0,0,0,0,0,0,网贷体验,男,27,未婚,本科,其他,是,我从事管理工作，也是公司股东之一，做的是装饰装修、建材加工和建材批发的业务,体验网络贷款的流程，感受新的贷款模式,月还款两万比较轻松，希望以后有项目投资的时候能通过这个平台贷款
2014/03/06,11:10:01,462848,0,0,1,0,0,【个人消费】拍拍贷第二次借款,3100,13,6,等额本息，每月还款,537,100.00,,,2014/3/1,10,78,SHENSONG1688,HR,24,10,1,1,0,0,0,0,,,,,,,,拍拍贷第二次借款了。感谢大家,购买电动车方便上班用,每月工资会按时积极还款
2014/03/06,11:10:05,462849,0,0,1,0,0,【实体经营】第6次借款，实体店短期周转，积累信用！,10900,13,3,等额本息，每月还款,3712,100.00,借款成功,,2014/3/1,32,180,lufeng5556,E,47,25,6,0,1,0,1,1,,,,,,,,本人已在拍拍贷成功借还款5次，除了一次手机丢失，未能收到拍拍贷发给我的还款提醒信息，导致延迟了2天还款外，其余均安时还款。本人一向视守时，守信为人生基本准则。也希望通过拍拍贷获得长期资金支持！,店里不缺这1万多的资金，积累信用，提升信用额度的目的性更强一些。另外打算近期买车，不打算凑合买一便宜的，如果资金一下抽走太多，店里资金会稍为紧张一点，需要拍拍贷资金短期周转。,本人经营圣象品牌实体门窗店已是第4年，在当地有着良好的口碑和稳定的客源。一个月营业额至少在20至30万之间，我的还款能力主要来源于我的营业收入，所以还款无任何问题！
2014/03/06,11:10:09,462850,0,0,0,0,0,"【个人消费】想购买捕鱼工具,希望可以帮助",3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天01时13分,,0,60,nihao011217,HR,24,20,0,1,0,0,0,1,个人消费,男,34,已婚,高中,与父母共住,没有,我是一个在单位上班的工作者晚上没事想到河里捕点鱼添家加用,"想购买捕鱼工具,希望可以帮助",我有一份很稳定的工作月收入5000千还还款绝对没有问题
2014/03/06,11:10:11,462851,0,0,0,0,0,进货生意周转提前还清！！,4200,20,12,等额本息，每月还款,390,100.00,投标已结束,,2014/3/1,24,156,sxlyll,E,35,140,2,5,1,0,0,1,,,,,,,,进货生意周转提前还清！！,进货生意周转提前还清！！,进货生意周转提前还清！！
2014/03/06,11:10:16,462852,0,0,0,0,0,【实体经营】诚信借款，按期还款,3000,23,9,等额本息，每月还款,367,100.00,投标已结束,,2014/3/1,22,294,A3858128,E,40,30,0,2,0,1,0,1,,,,,,,,在新建刚上房的小区里做阳光房 收入可观。,主要是小额的资金周转及支付,按9个月还款期限，另外我们每月也会累积资金，做好还款规划。多谢支持！有足够的收入进行偿付。
2014/03/06,11:10:20,462853,0,0,0,0,0,【其他】自己单干，自己发展,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天01时13分,,0,258,qq19861221,HR,10,10,0,0,0,0,0,0,其他,男,28,已婚,中专,其他,没有,29，想自己单干，想多挣点,买台设 备，租 店等。,工业园附近，人流大，中午吃饭的多，挣现钱都是，每天300-400
2014/03/06,11:10:23,462854,0,0,0,0,0,【实体经营】用于公司生产备货，,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天01时13分,,0,96,tc20121108,HR,11,10,0,0,0,0,0,0,实体经营,男,29,已婚,大专,商住两用,是,我自己始终坚持诚实守信，本人无不良记录,主要用来生产经营备货,公司都是正常经营，业绩不错，一个月都可以还款
2014/03/06,11:10:26,462855,0,1,1,0,0,【累积信用】累积信用，非提现标，大家多多支持,5480,13,6,等额本息，每月还款,948,100.00,借款成功,,2014/3/1,16,120,rong66,D,69,264,8,2,1,1,0,1,,,,,,,,累积信用，非提现标，大家放心投,累积信用，非提现标，大家放心投,累积信用，非提现标，大家放心投
2014/03/06,11:10:30,462856,0,0,1,0,0,【实体经营】参加春季订货会，扩大经营,10000,13,6,等额本息，每月还款,1731,100.00,投标已结束,,2014/3/1,27,504,qm512,E,49,30,2,1,1,1,0,1,,,,,,,,本人经营一家办公用品商店，有两年了经营状况良好有固定的客户,参加春季订货会，扩大经营谢谢支持,有固定客户店铺有稳定收入
2014/03/06,11:10:33,462857,1,1,0,0,0,应收款保证标 请大家支持 非提现 A001,3000,8,6,等额本息，每月还款,512,100.00,借款成功,,2014/3/1,13,174,KKKWWW,HR,18,493,3,0,0,0,1,0,,,,,,,,天猫店卖家，每个月都有大量资金周转。,站内资金周转，不提现,站内应收款项直接还款，不提现，有保证
2014/03/06,11:10:36,462858,0,0,0,0,0,【实体经营】在市区看到一个美容美发店，资金现在还不够，希望可以通过审核,3000,13,10,等额本息，每月还款,319,0.00,正在预审,10天01时16分,,0,60,z598069958,HR,10,10,0,0,0,0,0,0,实体经营,男,21,未婚,本科,自置无按揭,是,杨晨 宁夏银川市户口 93年出生的 本科毕业 毕业没有找到好的工作 就去学了理发 现在在银川市一家美发店做店长 我平时一直在宁夏省银川市新市区,看到一间不错的美发店。想打过来。因为我自身就是干美发的，现在不过在别人店干，觉得不能一直在别人那里干，所以和家人商量以后就像自己开一个，资金不够。借到的这些钱主要用于小范围的装修一下。希望可以借到，谢谢,我看的那个店打过来以后，在装修好以后，就会马上营业，借出者您不用担心这个，我会尽快返回给您 谢谢
2014/03/06,11:10:39,462859,0,0,0,0,0,【网商经营】淘宝规模加大，继续资金周转,3000,13,12,等额本息，每月还款,268,0.00,投标已结束,,2014/3/16,0,1224,xjm134,HR,24,15,0,2,0,0,1,0,,,,,,,,我是一个淘宝卖家，目前经营3家淘宝店铺,加大库存。扩大淘宝规模,3家淘宝店铺累计月销量3w 纯利润至少8000 一定能够偿还
2014/03/06,11:10:42,462860,0,0,0,0,0,【累积信用】因手头紧张需要资金周转,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天01时17分,,0,78,Chicna,HR,13,134,0,0,0,0,0,0,累计信用,男,23,未婚,中专,与父母共住,是,有固定工作！有房有车！,因一时手头紧张资金一时无法到位！,有固定工作！有固定资金来源！
2014/03/06,11:10:45,462861,0,0,0,0,0,【网贷体验】网贷体验希望成功,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天01时18分,,0,228,q413455286,E,32,20,0,5,1,0,0,1,网贷体验,男,22,未婚,高中,租用,没有,网贷体验希望成功网贷体验希望成功,网贷体验希望成功网贷体验希望成功,网贷体验希望成功网贷体验希望成功
2014/03/06,11:10:49,462862,0,0,0,0,0,"【个人消费】本月工资周转,工资发放后可还款",3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天01时18分,,0,174,yp264311,HR,10,10,0,1,0,0,0,0,个人消费,男,32,已婚,本科,自置有按揭,没有,山东招远玲珑轮胎有限公司正式员工,"买房子贷款的时间已经到了,工资还未下发.用已资金周转","本人工资4000元,可还款"
2014/03/06,11:10:53,462863,0,0,0,0,0,【个人消费】用于搁置家物 希望贵平台给予支持,3000,22,10,等额本息，每月还款,331,100.00,借款成功,,2014/3/1,18,120,zxc804045064,HR,23,15,1,0,0,0,1,0,,,,,,,,本人在浙江三门沿赤大域幼儿园上班,用于搁置家物 希望贵朋友贵平台给予支持,固定工资3000一个月 无还款压力
2014/03/06,11:10:57,462864,0,0,0,0,0,【个人消费】销售费用，在销售过程中的费用。,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天01时20分,,0,222,haoshuailao88,HR,11,10,0,0,0,0,0,0,个人消费,男,46,已婚,高中,租用,没有,本人在青岛头农有机肥公司工作，，销售经理。,春季在外面销售费用大，以借款用急。,还款来源，基本工资和提成。
2014/03/06,11:11:00,462865,0,0,0,0,0,【个人消费】我有一计之长，想买点必备工具，在北京周边地区打点工300/天,3000,24,12,等额本息，每月还款,284,100.00,借款成功,,2014/3/1,18,192,jh7752,E,38,30,1,0,0,1,0,1,,,,,,,,我在北京跟父亲做天然石加工有几年了，没什么成就，现在我想和老乡们在周边做点工,我想和父亲分开干，自己闯一下，跟老乡们在北京周边做石材干挂，做日工，300元/天，但手上没有必备工具和日常开销的钱,石材干挂是技术活，我有9年的功底，现在日工最低300元/天，我想只要我肯干，收入会有保障
2014/03/06,11:11:03,462866,0,0,0,0,0,【网商经营】购买原料，用于短期资金周转,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天01时19分,,0,336,wswgqsn,HR,15,12,0,0,0,0,0,0,网商经营,男,20,未婚,本科,与父母共住,没有,我在学校做校园代理，每月有固定的2500的收入,用于网店的原料购买，短期的资金周转,月打卡工资2500左右
2014/03/06,11:11:06,462867,0,0,0,0,0,【累积信用】累积信用。诚信还款,3000,22,12,等额本息，每月还款,281,100.00,投标已结束,,2014/3/1,20,486,a9137525,HR,10,10,0,1,0,0,0,0,,,,,,,,我是开食品店的。想体验下这代款,累计信用积分。方便以后代款,实休经营。资金周转快
2014/03/06,11:11:09,462868,0,0,0,0,0,【个人消费】电脑掉了买个新电脑周转哈,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天01时24分,,0,1770,junhao3x,HR,22,20,0,1,0,0,0,1,个人消费,男,29,未婚,大专,集体宿舍,没有,我在家连锁餐饮娱乐公司上班，已经上接近二年了,主要是我电脑掉了买部新的周转哈,我本身工资能接受还款毫无亚力，多
2014/03/06,11:11:12,462869,1,0,0,0,0,【信用为本】应收款安全标非提现——NO.1,3000,9,6,等额本息，每月还款,513,100.00,借款成功,,2014/3/1,12,444,ackliyu,HR,16,470,1,0,1,0,0,0,,,,,,,,应收款安全标非提现，站内投资，提高信誉。,应收款安全标非提现，站内投资，提高信誉。,应收款安全标非提现，站内投资，提高信誉。 ，
